"LIT_Number","Site_Number","Island","Region","Year","ACB","ACT","ACD","ACF","ACE","CM","CS","CB","CF","CE","Soft.coral","Algae","CCA","Others","Abiotic","total_ccov","delta_ccov","delta_algae","lagged_total_ccov","lagged_Algae"
1,3,"Poovarasanpatti","GoM",2015,3.21,5.99,9.87,0,0,7.09,4.02,0,0,0,0,26.9,2.87,5.63,34.42,30.18,-3.36,-2.17,33.54,29.07
1,3,"Poovarasanpatti","GoM",2016,1.34,0.71,0.45,3.98,0.13,13.42,0.09,0,4.09,0.56,0.68,16.9,10.89,12.98,33.78,24.77,-5.41,-10,30.18,26.9
1,3,"Poovarasanpatti","GoM",2017,1.98,0.85,0.55,4.05,0.19,13.38,0.05,0.45,3.25,0.52,0.75,16.15,10.96,11.31,35.56,25.27,0.5,-0.75,24.77,16.9
1,3,"Pullivasal","GoM",2005,1.25,5.84,13.15,2.14,0,10.35,0.65,5.24,1.25,0.35,0,26.14,5.14,6.14,22.36,40.22,14.95,9.99,25.27,16.15
1,3,"Pullivasal","GoM",2007,3.14,6.12,15.32,1.65,0.18,12.12,0.65,6.14,5.12,0.35,1.35,26.14,5.12,8.32,8.28,50.79,10.57,0,40.22,26.14
1,3,"Pullivasal","GoM",2008,3.14,5.23,13.41,1.25,0.12,12.35,1.35,6.21,4.12,0.65,1.52,28.35,6.12,5.12,11.06,47.83,-2.96,2.21,50.79,26.14
1,3,"Pullivasal","GoM",2009,2.14,6.31,13.21,0,0.16,15.32,1.35,5.32,3.15,0.25,0.95,22.12,5.12,5.31,19.29,47.21,-0.619999999999997,-6.23,47.83,28.35
1,3,"Pullivasal","GoM",2010,1.12,2.65,12.25,0.51,0.15,5.34,0,5.14,3.15,1.21,0.54,30.14,6.14,4.21,27.45,31.52,-15.69,8.02,47.21,22.12
1,3,"Pullivasal","GoM",2011,1.32,2.15,19.63,0,0,8.45,1.06,6.55,4.15,0,1.96,29.6,6.35,2.63,16.15,43.31,11.79,-0.539999999999999,31.52,30.14
1,3,"Pullivasal","GoM",2012,2.12,3.47,15.32,0.65,0.12,8.32,0.56,4.36,2.14,0,1.85,23.12,2.98,3.24,31.75,37.06,-6.24999999999999,-6.48,43.31,29.6
1,3,"Pullivasal","GoM",2013,3.14,3.45,13.14,1.21,0.15,8.35,0.65,3.15,5.21,0.52,1.25,28.14,5.21,2.14,24.29,38.97,1.91,5.02,37.06,23.12
1,3,"Pullivasal","GoM",2014,3.14,3.62,8.65,0,0.21,12.32,0.12,5.12,3.45,0.21,1.65,26.14,3.12,2.15,30.1,36.84,-2.13,-2,38.97,28.14
1,3,"Pullivasal","GoM",2015,3.25,4.32,10.24,0.32,0,10.12,1.23,5.64,4.12,0.54,1.65,23.14,3.56,10.24,21.63,39.78,2.94,-3,36.84,26.14
1,3,"Pullivasal","GoM",2016,0,1.35,0.54,0,0,10.21,0.95,0,1.68,1.23,0,28.25,3.47,7.25,45.07,15.96,-23.82,5.11,39.78,23.14
1,3,"Pullivasal","GoM",2017,0,1.45,0.54,0,0,10.21,0.95,0,1.88,1.23,0,25.25,3.57,8.26,46.66,16.26,0.300000000000001,-3,15.96,28.25
1,3,"Puluvinichalli","GoM",2005,26,2.21,0,0,0,15.32,0,2.32,1.65,0,0,45.84,2.32,2.5,1.84,47.5,31.24,20.59,16.26,25.25
1,3,"Puluvinichalli","GoM",2007,35.26,2.32,0.62,0,0,25.32,0,0,6.32,4.25,0,24.72,0,0,1.19,74.09,26.59,-21.12,47.5,45.84
1,3,"Puluvinichalli","GoM",2008,22.52,1.25,0.63,1.25,0,42.25,0,15.32,5.65,10.25,0,0,0,0,0.88,99.12,25.03,-24.72,74.09,24.72
1,3,"Puluvinichalli","GoM",2009,22.32,1.25,0.25,0.25,0,12.32,0,5.32,3.25,0.25,1.25,20.32,2.65,6.58,23.99,45.21,-53.91,20.32,99.12,0
1,3,"Puluvinichalli","GoM",2010,15.21,0.25,0.25,0,0,13.25,0,5.21,2.32,6.32,1.25,15.32,2.36,5.21,33.05,42.81,-2.4,-5,45.21,20.32
1,3,"Puluvinichalli","GoM",2011,18.52,1.25,0.25,0.25,0,15.25,0,5.21,5.25,2.32,1.25,22.25,2.32,5.21,20.67,48.3,5.48999999999999,6.93,42.81,15.32
1,3,"Puluvinichalli","GoM",2012,15.21,1.25,0.52,0.22,0,15.32,0,0,2.54,3.25,2.65,32.21,2.65,9.25,14.93,38.31,-9.98999999999999,9.96,48.3,22.25
1,3,"Puluvinichalli","GoM",2013,15.32,0.52,0,0,0,10.25,0,2.32,1.25,2.25,1.25,10.25,0.52,3.25,52.82,31.91,-6.4,-21.96,38.31,32.21
1,3,"Puluvinichalli","GoM",2014,12.21,1.25,0.25,0,0,12.36,0,2.5,1.25,1.25,1.21,12.3,1.25,1.32,52.85,31.07,-0.84,2.05,31.91,10.25
1,3,"Puluvinichalli","GoM",2015,15.32,1.25,0.25,0,0,15.41,0,2.32,1.25,2.54,1.25,15.32,2.74,1.65,40.7,38.34,7.27,3.02,31.07,12.3
1,3,"Puluvinichalli","GoM",2016,11.25,1.25,1.25,1.21,0,10.32,0,0,0,1.52,5.62,35.21,5.32,4.5,22.55,26.8,-11.54,19.89,38.34,15.32
1,3,"Puluvinichalli","GoM",2017,11.58,2.36,1.56,1.32,0.15,10.52,0.1,0.25,0,0.85,5.5,33.45,5.62,12.25,14.49,28.69,1.89,-1.76,26.8,35.21
1,3,"Shingle","GoM",2005,8.12,6.25,23.12,2.12,0,2.15,0.15,2.17,0,0,0,38.12,8.28,0,9.52,44.08,15.39,4.66999999999999,28.69,33.45
1,3,"Shingle","GoM",2007,10.24,7.23,4.23,3.12,2.65,5.14,2.15,3.14,1.25,0,3.14,21.12,3.45,3.47,29.67,39.15,-4.93,-17,44.08,38.12
1,3,"Shingle","GoM",2008,10.12,6.14,4.12,5.14,3.14,4.12,3.14,3.14,0.25,0.12,2.15,26.14,2.12,3.12,27.04,39.43,0.280000000000001,5.02,39.15,21.12
1,3,"Shingle","GoM",2009,10.36,8.14,8.24,5.26,1.25,6.14,5.14,1.16,0.85,0.56,6.13,25.34,2.17,3.74,15.52,47.1,7.67,-0.800000000000001,39.43,26.14
1,3,"Shingle","GoM",2010,10.35,7.15,5.32,4.56,1.25,4.26,1.65,0,0.12,0.21,3.14,10.15,0,1.24,50.6,34.87,-12.23,-15.19,47.1,25.34
1,3,"Shingle","GoM",2011,13.14,7.25,8.35,5.85,3.14,6.14,2.65,0,0.21,0,5.24,29.14,5.25,4.14,9.5,46.73,11.86,18.99,34.87,10.15
1,3,"Shingle","GoM",2012,15.12,8.25,5.12,0.65,4.12,6.12,5.12,5.12,0.25,0,3.14,28.12,2.12,1.12,15.63,49.87,3.14,-1.02,46.73,29.14
1,3,"Shingle","GoM",2013,13.25,7.65,5.23,5.36,3.14,5.63,3.17,4.36,0.65,0.38,5.24,25.36,3.62,6.14,10.82,48.82,-1.05,-2.76,49.87,28.12
1,3,"Shingle","GoM",2014,13.14,6.25,5.12,4.32,3.14,6.35,2.84,5.12,0.65,0.25,5.12,22.14,4.12,3.14,18.3,47.18,-1.64,-3.22,48.82,25.36
1,3,"Shingle","GoM",2015,13.25,8.12,9.25,5.12,0,8.12,3.12,3.85,0.12,0,5.34,23.15,2.65,2.14,15.77,50.95,3.77,1.01,47.18,22.14
1,3,"Shingle","GoM",2016,1.65,2.25,0.65,1.65,0.65,8.14,0.85,0,0.15,0.15,0,36.14,3.25,8.14,36.33,16.14,-34.81,12.99,50.95,23.15
1,3,"Shingle","GoM",2017,1.69,2.3,0.7,1.71,0.68,8,0.9,0,0.17,0.06,0,33.31,5.96,8.01,36.51,16.21,0.0700000000000003,-2.83,16.14,36.14
1,3,"Thalaiyari","GoM",2005,7.32,3.65,4.36,3.65,1.22,16.95,0.98,0,0.56,0.75,0,26.95,0.65,0.99,31.97,39.44,23.23,-6.36,16.21,33.31
1,3,"Thalaiyari","GoM",2007,0,5.63,3.05,6.05,0.32,30.36,1.23,0.09,0,0.36,2.69,26.59,4.36,4.23,15.04,47.09,7.65,-0.359999999999999,39.44,26.95
1,3,"Thalaiyari","GoM",2008,7.69,3.26,3.65,3.26,0.48,33.26,2.11,0.02,0.95,0.39,1.36,23.69,3.26,4.23,12.39,55.07,7.98,-2.9,47.09,26.59
1,3,"Thalaiyari","GoM",2009,7.69,3.69,6.59,0,0.36,32.03,1.03,0.06,0.96,0.23,0.96,20.36,3.26,3.69,19.09,52.64,-2.43,-3.33,55.07,23.69
1,3,"Thalaiyari","GoM",2010,3.69,0,3.69,0,0.21,18.69,0.98,0.02,0.56,0.35,0.95,29.36,5.63,5.26,30.61,28.19,-24.45,9,52.64,20.36
1,3,"Thalaiyari","GoM",2011,6.95,2.02,8.69,3.33,0.21,25.68,1.69,0.18,0,0,2.03,20.36,3.26,0,25.6,48.75,20.56,-9,28.19,29.36
1,3,"Thalaiyari","GoM",2012,3.69,2.65,5.32,3.65,0.19,26.35,1.11,0.12,0.53,0.2,1.36,20.36,2.65,4.32,27.5,43.81,-4.94,0,48.75,20.36
1,3,"Thalaiyari","GoM",2013,6.95,2.36,5.68,3.26,0,19.65,2.36,0.16,0.68,0,1.23,20.36,2.69,4.23,30.39,41.1,-2.71,0,43.81,20.36
1,3,"Thalaiyari","GoM",2014,6.38,2.69,3.65,4.23,0.12,24.65,2.69,0,0.95,0.12,1.36,26.35,3.26,3.45,20.1,45.48,4.38,5.99,41.1,20.36
1,3,"Thalaiyari","GoM",2015,7.65,3.25,3.25,10.12,0,26.35,2.36,0,0.33,0,0.22,20,3.65,6.35,16.47,53.31,7.83000000000001,-6.35,45.48,26.35
1,3,"Thalaiyari","GoM",2016,6.09,0.36,2.15,0.65,1.36,6.98,3.65,0,1.36,0.06,1.33,33.65,5.63,2.33,34.4,22.66,-30.65,13.65,53.31,20
1,3,"Thalaiyari","GoM",2017,6.52,0.65,2.65,0.74,1.37,6.99,3.64,0,1.4,0,1.35,29.4,5.88,2,37.41,23.96,1.3,-4.25,22.66,33.65
1,3,"Upputhanni","GoM",2005,3.54,3.15,0,0,0,13.21,0,5.12,0,6.32,0,45.21,1.65,6.12,15.68,31.34,7.38,15.81,23.96,29.4
1,3,"Upputhanni","GoM",2007,10.12,3.12,0,0.21,0,16.12,0.23,2.12,0,5.21,1.65,36.12,2.51,2.14,20.45,37.13,5.79,-9.09,31.34,45.21
1,3,"Upputhanni","GoM",2008,6.12,5.12,0,0.23,0,10.36,0.54,4.12,0.45,5.12,1.25,36.12,1.85,4.65,24.07,32.06,-5.07,0,37.13,36.12
1,3,"Upputhanni","GoM",2009,6.21,3.52,0,0.12,0,16.14,0.65,5.32,0.65,8.21,1.65,25.21,2.45,10.15,19.72,40.82,8.76,-10.91,32.06,36.12
1,3,"Upputhanni","GoM",2010,2.15,2,0,0,0,13.25,0.96,4.14,0,6.35,2.99,29.65,3.15,9.65,25.71,28.85,-11.97,4.44,40.82,25.21
1,3,"Upputhanni","GoM",2011,3.36,2.95,0,0.12,0,13.25,0.25,4.14,0.12,5.15,1.45,25.12,2.75,3.85,37.49,29.34,0.490000000000002,-4.53,28.85,29.65
1,3,"Upputhanni","GoM",2012,4,2.68,0,0.23,0,14.25,0.65,4,0.25,5.1,1.4,26.12,2.45,5,33.87,31.16,1.82,1,29.34,25.12
1,3,"Upputhanni","GoM",2013,6.21,2.54,0,0.12,0,15.34,0.51,3.54,0.65,4.65,1.65,35.12,3.14,6.25,20.28,33.56,2.4,9,31.16,26.12
1,3,"Upputhanni","GoM",2014,6.19,0.93,0,0.34,0,13.82,0.91,4.92,0.58,4.69,1.63,25.31,1.46,3.69,35.53,32.38,-1.18,-9.81,33.56,35.12
1,3,"Upputhanni","GoM",2015,4.82,1.42,0.53,0,0,10.64,1.08,3.47,0.71,5.19,2.61,29.64,1.86,6.27,31.76,27.86,-4.52,4.33,32.38,25.31
1,3,"Upputhanni","GoM",2016,5.92,0.94,2.89,3.71,1.27,6.37,0.36,0.24,0,1.04,2.24,50.49,5.61,3.61,15.31,22.74,-5.12,20.85,27.86,29.64
1,3,"Upputhanni","GoM",2017,7.12,1.35,2.86,3.84,1.45,6.38,0.34,0.34,0.15,1.15,2.18,48.21,6.47,2.54,15.62,24.98,2.24,-2.28,22.74,50.49
1,3,"Vaan","GoM",2005,4.12,3.54,0,0,0,9.7,0,4.65,2.89,3,0,4.98,1.62,49.09,16.41,27.9,2.92,-43.23,24.98,48.21
1,3,"Vaan","GoM",2007,10.35,8.12,3.95,1,0,15.98,0,1.56,0.89,0,0,12.06,1.95,15.23,28.91,41.85,13.95,7.08,27.9,4.98
1,3,"Vaan","GoM",2008,13.45,9,5,1.95,0,14,0,3.98,1,0.25,0,10.23,3.12,15.69,22.33,48.63,6.78,-1.83,41.85,12.06
1,3,"Vaan","GoM",2009,10.95,9.33,3.45,2.02,0,12.98,0,1.89,2.27,0.86,0,17.22,4.28,9.75,25,43.75,-4.88,6.99,48.63,10.23
1,3,"Vaan","GoM",2010,12.45,9.12,4.29,0.38,0,14.86,0,3.49,2.12,0.85,0,23.12,4.68,13.1,11.54,47.56,3.81,5.9,43.75,17.22
1,3,"Vaan","GoM",2011,13.65,7.89,2.54,1.02,0,13.54,0.01,2,2.65,1.85,0,9,3.12,6.45,36.28,45.15,-2.41,-14.12,47.56,23.12
1,3,"Vaan","GoM",2012,12.56,9.76,3.12,1.4,0,14.69,0,2.36,2,1.73,0,8.59,1.2,5.85,36.74,47.62,2.47,-0.41,45.15,9
1,3,"Vaan","GoM",2013,13.54,13.25,2.15,1.13,0,14.75,0,1.35,2,1.77,0,7.46,1,5.95,35.65,49.94,2.32,-1.13,47.62,8.59
1,3,"Vaan","GoM",2014,13.45,11.65,3.1,1.45,0,8.75,0,2,2.22,1.45,0,31.72,1,5.1,18.11,44.07,-5.87,24.26,49.94,7.46
1,3,"Vaan","GoM",2015,17.25,12.15,3.95,3.1,0,4.12,0,3.1,2.09,1.84,0,19.2,6.24,6.01,20.95,47.6,3.53,-12.52,44.07,31.72
1,3,"Vaan","GoM",2016,13,2.95,0.56,1,2.45,12.79,0,0,0.9,0.44,0,40.95,4,2.95,18.01,34.09,-13.51,21.75,47.6,19.2
1,3,"Vaan","GoM",2017,13.65,2.94,0.64,1.21,2.48,12.85,0,0,1.12,0.48,0,38.23,4.42,2.84,19.14,35.37,1.28,-2.72000000000001,34.09,40.95
1,3,"Valai","GoM",2005,9.36,3.65,5.98,0,0,20.36,0,1.27,6.39,3.33,0,10.23,0.68,1.95,36.8,50.34,14.97,-28,35.37,38.23
1,3,"Valai","GoM",2007,7.98,6.95,8.65,0,0,19.36,0,0.36,9.65,2.36,0,20.36,3.69,4.65,15.99,55.31,4.97000000000001,10.13,50.34,10.23
1,3,"Valai","GoM",2008,9.65,3.69,3.65,0,0,20.36,0,0,5.69,4.96,0,20.36,2.69,5.69,23.26,48,-7.31,0,55.31,20.36
1,3,"Valai","GoM",2009,9.65,6.95,0,0,0,12.36,0,1.23,6.35,3.65,0,12.03,1.21,3.62,42.95,40.19,-7.81,-8.33,48,20.36
1,3,"Valai","GoM",2010,9.65,4.65,2.65,0,0,10.36,0,0.32,5.26,0.95,0,20.32,3.26,2.36,40.22,33.84,-6.35,8.29,40.19,12.03
1,3,"Valai","GoM",2011,6.95,5.48,6.95,0,0,19.65,0,0.23,3.69,3.66,0,10.36,2.36,6.96,33.71,46.61,12.77,-9.96,33.84,20.32
1,3,"Valai","GoM",2012,6.54,9.65,7.98,0,0,17.65,0,1.65,2.69,3.26,0,10.36,4.23,2.22,33.77,49.42,2.81,0,46.61,10.36
1,3,"Valai","GoM",2013,10.36,2.36,3,0,0,20.36,0,0.32,5.68,2.26,0,20.35,3.24,4.23,27.84,44.34,-5.08000000000001,9.99,49.42,10.36
1,3,"Valai","GoM",2014,9.65,0,8.23,0,0,19.65,0,0.99,6.69,1.68,0,9.65,2.69,2.65,38.12,46.89,2.55,-10.7,44.34,20.35
1,3,"Valai","GoM",2015,8.65,6.66,6.66,0,0,21.32,0,0.35,6.35,0.96,0,10.36,4.16,3.92,30.61,50.95,4.06,0.709999999999999,46.89,9.65
1,3,"Valai","GoM",2016,5.36,2.42,3.98,1.23,0.79,11.36,0,0.33,1.36,0.32,1.36,36.56,1.68,6.33,26.92,27.15,-23.8,26.2,50.95,10.36
1,3,"Valai","GoM",2017,5.76,2.52,3.98,1.24,0.8,11,0,0.54,1.26,0.34,7.56,9.7,6.3,15.35,33.65,27.44,0.290000000000003,-26.86,27.15,36.56
1,3,"Valimunai","GoM",2005,7.09,9.89,0.02,0.56,0.34,14.88,0.66,0,1.53,2.34,0,32.91,10.61,1.94,17.23,37.31,9.87,23.21,27.44,9.7
1,3,"Valimunai","GoM",2007,8.02,8.13,0.75,0,0,14.98,1.06,1.34,1.07,1.83,1.34,26.92,3.99,3.24,27.33,37.18,-0.130000000000003,-5.98999999999999,37.31,32.91
1,3,"Valimunai","GoM",2008,8.34,9.04,0.45,0.25,0.23,18.17,0.45,2.03,0.32,0.37,0.77,25.09,2.68,5.6,26.21,39.65,2.47,-1.83,37.18,26.92
1,3,"Valimunai","GoM",2009,8.17,5.03,0.12,0.13,0.43,17.89,0.41,1.65,0.77,0.43,0.41,26.12,2.98,6.03,29.43,35.03,-4.62,1.03,39.65,25.09
1,3,"Valimunai","GoM",2010,6.16,8.19,0.03,0.65,0.4,17.97,0.29,0.45,0.23,0,0.09,30.13,4.09,4.53,26.79,34.37,-0.660000000000004,4.01,35.03,26.12
1,3,"Valimunai","GoM",2011,8.01,7.89,0.87,0.34,0.98,17.02,1.01,0.86,0.34,0.12,0.31,29.4,5.62,7.09,20.14,37.44,3.07,-0.73,34.37,30.13
1,3,"Valimunai","GoM",2012,8.92,7.82,0.12,0.62,0.45,18.94,0.34,0.13,0.64,0.23,0.18,27.18,6.72,7.82,19.89,38.21,0.770000000000003,-2.22,37.44,29.4
1,3,"Valimunai","GoM",2013,8.91,7.13,0.12,1.32,0.66,5.18,0.32,3.19,0.12,0,0.12,29.01,4.02,8.9,31,26.95,-11.26,1.83,38.21,27.18
1,3,"Valimunai","GoM",2014,10.92,9.09,0.14,1.09,1.21,15.62,0.65,1.33,0.87,0,0.19,29.08,3.87,5.12,20.82,40.92,13.97,0.0699999999999967,26.95,29.01
1,3,"Valimunai","GoM",2015,9.87,9.91,0.32,0.67,1.23,17.09,0.05,2.98,3.12,0,0.78,29.09,4.52,4.12,16.25,45.24,4.32,0.0100000000000016,40.92,29.08
1,3,"Valimunai","GoM",2016,0.89,2.09,0.12,6.8,0.18,16.87,0.16,0.98,2.09,0,0.32,24.9,16.83,9.08,18.69,30.18,-15.06,-4.19,45.24,29.09
1,3,"Valimunai","GoM",2017,1.15,3.73,0.29,6.8,0.18,16.87,0.16,1.02,2.14,0,0.36,24.03,17.03,7.12,19.12,32.34,2.16,-0.869999999999997,30.18,24.9
1,3,"Vilanguchalli","GoM",2005,0.25,3.25,0,0,0,6.32,0,0.25,4.65,5.21,0,15.2,2.84,15.32,46.71,19.93,-12.41,-8.83,32.34,24.03
1,3,"Vilanguchalli","GoM",2007,1.25,5.32,0,0.25,0,6.32,0.25,1.25,5.62,15.32,0.25,15.32,3.65,9.62,35.58,35.58,15.65,0.120000000000001,19.93,15.2
1,3,"Vilanguchalli","GoM",2008,1.25,4.25,0,0.21,0,11.25,0.36,1.84,9.65,5.21,0.25,11.25,3.25,11.25,39.98,34.02,-1.56,-4.07,35.58,15.32
1,3,"Vilanguchalli","GoM",2009,2.55,4.5,0,0.5,0,10.25,0.32,1.87,5.38,6.98,0.65,9.65,1.54,15.65,40.16,32.35,-1.67,-1.6,34.02,11.25
1,3,"Vilanguchalli","GoM",2010,0.25,3.22,0,0.25,0,3.25,0.25,1.25,4.65,6.58,0.68,15.32,5.66,14.5,44.14,19.7,-12.65,5.67,32.35,9.65
1,3,"Vilanguchalli","GoM",2011,1.25,4.25,0,0.21,0,5.21,0.36,1.35,5.21,2.36,0.23,14.25,3.26,15.32,46.74,20.2,0.5,-1.07,19.7,15.32
1,3,"Vilanguchalli","GoM",2012,1.25,3.56,0,0.52,0,3.56,0.45,1.32,4.52,6.25,0.25,18.65,4.25,15.32,40.1,21.43,1.23,4.4,20.2,14.25
1,3,"Vilanguchalli","GoM",2013,1.14,3.25,0,0.65,0,5.12,0.62,1.85,9.12,4.12,0.52,15.31,5.21,12.12,40.97,25.87,4.44,-3.34,21.43,18.65
1,3,"Vilanguchalli","GoM",2014,3.12,2.51,0,0.85,0,6.41,0.25,1.68,5.21,3.21,0.65,15.21,5.32,15.32,40.26,23.24,-2.63,-0.0999999999999996,25.87,15.31
1,3,"Vilanguchalli","GoM",2015,2.32,3.15,0,0.31,0,5.13,0.65,1.87,10.65,1.96,1.45,25.14,8.25,8.35,30.77,26.04,2.8,9.93,23.24,15.21
1,3,"Vilanguchalli","GoM",2016,6.23,0.53,1.55,0,3.12,6.89,1.84,0.32,1.25,0,1.56,55.36,2.51,6.18,12.66,21.73,-4.31,30.22,26.04,25.14
1,3,"Vilanguchalli","GoM",2017,6.45,1.8,1.59,0.06,3.16,6.9,1.84,0.36,1.27,0.09,1.56,53.57,2.51,6.2,12.64,23.52,1.79,-1.79,21.73,55.36
1,4,"Anaipar","GoM",2005,10.98,7.12,0.23,1.23,0.03,14.26,0.56,0,11.23,6.98,0,11.09,4.52,4.98,26.79,52.62,29.1,-42.48,23.52,53.57
1,4,"Anaipar","GoM",2007,10.92,5.62,0.03,2.34,0.09,16.72,0.94,0,11.32,3.42,1.32,17.82,4.87,7.21,17.38,51.4,-1.22000000000001,6.73,52.62,11.09
1,4,"Anaipar","GoM",2008,10.92,6.7,0,3.87,0,19.07,0.98,0,15.82,0.98,1.98,16.72,5.83,6.87,10.26,58.34,6.94,-1.1,51.4,17.82
1,4,"Anaipar","GoM",2009,11.92,8.23,0,1.87,0,19.89,2.12,0,12.32,1.65,2.31,16.73,3.54,7.09,12.33,58,-0.340000000000003,0.0100000000000016,58.34,16.72
1,4,"Anaipar","GoM",2010,2.34,2.91,0,0.34,0.05,16.73,2.98,0,12.32,0.89,1.2,23.41,3.89,1.87,31.07,38.56,-19.44,6.68,58,16.73
